Samples	Signature A	Signature B	Signature C	Signature D	Signature E	Signature F	Signature G	Signature H	Signature I
Sample816	2.19E+01	9.15E+00	2.29E+01	1.02E+01	2.57E+01	2.53E+01	6.31E+00	3.67E+01	1.44E+01
Sample817	1.87E+01	4.97E+00	1.83E+01	1.08E+01	4.28E+01	3.87E+00	9.43E+00	1.67E+01	2.85E+01
Sample818	5.94E+00	9.73E+00	1.81E+01	8.73E+00	1.25E+01	1.42E+01	1.37E+01	2.07E+01	1.37E+01
Sample819	2.20E+01	5.79E+00	2.16E+01	8.60E+00	2.05E+01	7.06E+00	7.77E+00	2.22E+01	4.39E+00
Sample820	2.15E+01	9.57E+00	2.60E+01	1.55E+01	1.93E+01	1.24E+01	6.55E+00	1.59E+01	1.95E+01
Sample821	2.18E+01	5.69E+00	1.91E+01	5.02E+00	1.15E+01	1.25E+01	6.69E+00	2.08E+01	2.00E+01
Sample822	2.10E+01	3.69E+00	2.12E+01	6.83E+00	2.27E+01	1.10E+01	5.27E+00	2.36E+01	1.39E+01
Sample823	2.25E+01	8.18E+00	1.38E+01	1.20E+01	2.51E+01	1.09E+01	1.26E+01	1.03E+01	2.22E+01
Sample824	2.62E+01	4.82E+00	1.45E+01	1.03E+01	2.37E+01	1.13E+01	7.56E+00	1.75E+01	1.45E+01
Sample825	1.78E+01	8.65E+00	2.83E+01	1.11E+01	2.20E+01	1.84E+01	1.06E+01	2.78E+01	2.90E+01
Sample826	2.15E+01	1.06E+01	1.65E+01	8.25E+00	2.00E+00	1.93E+01	1.24E+01	2.91E+01	1.54E+01
Sample827	2.49E+01	1.19E+01	9.35E+00	7.60E+00	4.32E+01	1.37E+01	9.73E+00	1.41E+01	1.89E+01
Sample828	1.96E+01	6.69E+00	1.29E+01	9.76E+00	2.53E+01	9.60E+00	8.54E+00	1.30E+01	1.60E+01
Sample829	2.48E+01	7.16E+00	9.80E+00	9.66E+00	2.45E+01	1.02E+01	7.98E+00	1.59E+01	2.35E+01
Sample830	2.21E+01	1.06E+01	1.69E+01	1.26E+01	2.11E+01	8.37E+00	1.26E+01	2.04E+01	1.76E+01
Sample831	2.43E+01	1.13E+01	1.63E+01	1.21E+01	3.81E+01	1.06E+01	1.08E+01	1.68E+01	1.33E+01
Sample832	1.65E+01	1.82E+01	1.83E+01	8.71E+00	3.33E+01	2.35E+01	1.04E+01	2.48E+01	2.06E+01
Sample833	2.11E+01	5.03E+00	2.36E+01	5.49E+00	2.82E+01	8.57E+00	9.86E+00	1.23E+01	2.16E+01
Sample834	1.84E+01	5.49E+00	9.38E+00	1.21E+01	1.53E+01	6.94E+00	7.91E+00	2.15E+01	2.22E+01
Sample835	1.46E+01	1.60E+01	4.46E+01	1.10E+01	2.18E+01	6.58E+00	5.80E+00	1.96E+01	3.01E+01
Sample836	1.46E+01	5.33E+00	1.50E+01	1.48E+01	1.91E+01	1.24E+01	6.14E+00	2.81E+01	1.91E+01
Sample837	2.26E+01	1.31E+01	2.20E+01	1.56E+01	1.81E+01	2.64E+01	7.22E+00	3.39E+01	2.00E+01
Sample838	1.88E+01	5.76E+00	1.35E+01	7.07E+00	2.21E+01	9.71E+00	8.15E+00	1.04E+01	1.68E+01
Sample839	2.27E+01	7.48E+00	1.60E+01	1.24E+01	3.23E+01	5.65E+00	7.28E+00	3.24E+01	2.68E+01
Sample840	1.86E+01	2.32E+01	1.76E+01	2.83E+01	1.30E+01	2.16E+01	1.54E+01	1.59E+01	1.80E+01
Sample841	1.76E+01	1.03E+01	1.87E+01	1.26E+01	1.61E+01	9.43E+00	7.15E+00	2.06E+01	1.18E+01
Sample842	3.85E+01	5.52E+00	1.56E+01	9.58E+00	3.08E+01	1.47E+01	1.02E+01	1.11E+01	1.77E+01
Sample843	2.08E+01	1.25E+01	3.65E+01	1.54E+01	2.17E+01	5.93E+00	7.49E+00	1.61E+01	2.39E+01
Sample844	2.65E+01	9.21E+00	1.48E+01	5.25E+00	3.11E+01	1.39E+01	1.12E+01	1.49E+01	2.74E+01
Sample845	2.56E+01	1.51E+01	2.00E+01	1.70E+01	2.11E+01	2.52E+01	1.10E+01	2.04E+01	8.70E+00
Sample846	1.55E+01	5.08E+00	2.40E+01	2.78E+01	2.15E+01	2.32E+01	5.97E+00	1.44E+01	1.32E+01
Sample847	2.05E+01	7.15E+00	1.91E+01	2.57E+01	2.62E+01	1.42E+01	6.77E+00	9.98E+00	1.21E+01
Sample848	2.84E+01	1.04E+01	2.29E+01	6.05E+00	2.78E+01	1.13E+01	7.01E+00	1.05E+01	2.07E+01
Sample849	1.97E+01	1.06E+01	2.14E+01	2.48E+01	2.51E+01	1.83E+01	5.41E+00	1.40E+01	1.16E+01
Sample850	2.56E+01	1.83E+01	4.85E+01	2.73E+01	2.65E+01	8.14E+00	1.10E+01	3.08E+01	2.06E+01
Sample851	1.80E+01	2.02E+01	1.38E+01	1.38E+01	3.86E+01	1.38E+01	1.72E+01	1.55E+01	2.16E+01
Sample852	1.45E+01	1.56E+01	2.65E+01	1.37E+01	2.59E+01	9.83E+00	1.56E+01	1.85E+01	1.05E+01
Sample853	2.19E+01	1.07E+01	2.68E+01	7.86E+00	2.10E+01	2.93E+01	8.66E+00	3.67E+01	1.43E+01
Sample854	2.81E+01	7.12E+00	2.78E+01	9.56E+00	2.01E+01	1.59E+01	8.16E+00	1.65E+01	1.96E+01
Sample855	1.77E+01	1.18E+01	4.62E+01	1.24E+01	1.95E+01	4.45E+00	7.41E+00	1.89E+01	2.52E+01
Sample856	3.99E+01	3.89E+00	2.68E+01	1.06E+01	2.75E+01	1.04E+01	1.20E+01	1.05E+01	1.89E+01
Sample857	4.81E+00	9.09E+00	1.39E+01	1.07E+01	1.53E+01	1.03E+01	1.50E+01	1.54E+01	1.52E+01
Sample858	1.90E+01	6.35E+00	3.24E+00	6.37E+00	3.47E+01	7.62E+00	9.21E+00	1.29E+01	1.44E+01
Sample859	1.58E+01	7.74E+00	2.70E+01	1.68E+01	2.06E+01	2.16E+01	1.31E+01	1.87E+01	2.12E+01
Sample860	1.75E+01	5.63E+00	1.88E+01	1.11E+01	2.79E+01	8.19E+00	6.15E+00	1.53E+01	1.56E+01
Sample861	2.25E+01	7.55E+00	2.40E+01	9.37E+00	3.64E+01	5.84E+00	1.17E+01	1.54E+01	1.81E+01
Sample862	2.09E+01	6.66E+00	1.38E+01	1.31E+01	2.93E+01	7.09E+00	3.93E+00	1.54E+01	1.73E+01
Sample863	2.13E+01	6.48E+00	1.15E+01	8.19E+00	2.29E+01	8.99E+00	7.72E+00	1.40E+01	1.08E+01
Sample864	1.49E+01	1.30E+01	1.84E+01	8.98E+00	1.16E+01	1.11E+01	5.53E+00	1.74E+01	1.13E+01
Sample865	2.91E+01	8.63E+00	2.07E+01	9.07E+00	1.85E+01	3.36E+01	1.34E+01	4.06E+01	1.68E+01
Sample866	2.39E+01	1.04E+01	1.19E+01	5.56E+00	2.47E+01	7.68E+00	1.08E+01	2.04E+01	9.97E+00
Sample867	2.39E+01	8.43E+00	1.58E+01	9.94E+00	2.35E+01	7.35E+00	7.11E+00	1.86E+01	1.64E+01
Sample868	1.29E+01	7.35E+00	2.30E+01	1.34E+01	1.67E+01	1.17E+01	1.27E+01	1.90E+01	1.91E+01
Sample869	1.91E+01	1.27E+01	3.68E+01	1.67E+01	2.18E+01	1.58E+01	8.60E+00	2.04E+01	2.45E+01
Sample870	3.16E+01	9.41E+00	1.48E+01	9.17E+00	2.75E+01	1.43E+01	1.06E+01	1.75E+01	1.08E+01
Sample871	4.65E+01	1.92E+01	3.89E+01	1.17E+01	5.06E+01	1.55E+01	8.71E+00	1.66E+01	2.35E+01
Sample872	2.07E+01	1.27E+01	5.04E+01	2.02E+01	2.53E+01	5.22E+00	3.46E+00	1.93E+01	3.16E+01
Sample873	2.56E+01	8.13E+00	1.50E+01	1.13E+01	2.03E+01	2.58E+01	8.83E+00	2.04E+01	1.30E+01
Sample874	3.17E+01	8.49E+00	1.18E+01	8.55E+00	3.32E+01	7.27E+00	1.46E+01	1.07E+01	1.42E+01
Sample875	2.47E+01	1.44E+01	2.42E+01	1.01E+01	2.06E+01	1.09E+01	1.32E+01	1.58E+01	1.82E+01
Sample876	3.00E+01	3.18E+00	1.13E+01	6.67E+00	2.85E+01	1.11E+01	2.73E+00	1.11E+01	1.99E+01
Sample877	2.30E+01	1.12E+01	4.11E+01	1.80E+01	2.64E+01	2.97E+00	1.20E+01	2.49E+01	2.73E+01
Sample878	2.92E+01	2.47E+01	4.41E+01	1.16E+01	1.70E+01	1.02E+01	1.13E+01	2.15E+01	1.19E+01
Sample879	1.29E+01	1.12E+01	3.84E+01	1.90E+01	1.85E+01	8.28E+00	9.60E+00	2.85E+01	3.13E+01
Sample880	1.10E+01	1.30E+01	3.82E+01	1.77E+01	1.87E+01	1.30E+01	1.66E+01	3.66E+01	2.37E+01
Sample881	2.17E+01	1.23E+01	2.85E+01	1.08E+01	2.79E+01	9.75E+00	9.51E+00	1.90E+01	1.75E+01
Sample882	2.27E+01	6.83E+00	1.99E+01	5.87E+00	2.76E+01	1.07E+01	7.74E+00	1.35E+01	1.68E+01
Sample883	2.32E+01	1.18E+01	2.26E+01	7.61E+00	3.15E+01	1.40E+01	8.62E+00	1.72E+01	1.37E+01
Sample884	9.11E+00	1.37E+01	1.32E+01	4.31E+00	1.88E+01	7.46E+00	1.11E+01	1.10E+01	1.85E+01
Sample885	2.62E+01	6.57E+00	1.87E+01	6.11E+00	2.53E+01	9.66E+00	8.57E+00	1.77E+01	1.85E+01
Sample886	3.48E+01	7.02E+00	2.74E+01	1.08E+01	3.47E+01	5.76E+00	4.48E+00	1.71E+01	1.43E+01
Sample887	2.52E+01	1.32E+01	1.44E+01	9.18E+00	2.43E+01	6.37E+00	7.49E+00	1.43E+01	1.67E+01
Sample888	2.19E+01	7.73E+00	1.58E+01	1.19E+01	2.36E+01	6.14E+00	1.20E+01	1.68E+01	2.46E+01
Sample889	1.53E+01	5.33E+00	2.20E+01	7.79E+00	1.55E+01	2.28E+01	9.75E+00	2.31E+01	1.97E+01
Sample890	2.73E+01	6.51E+00	1.45E+01	1.04E+01	2.63E+01	8.34E+00	1.32E+01	1.35E+01	1.26E+01
Sample891	3.09E+01	8.02E+00	7.05E+00	8.48E+00	1.95E+01	8.77E+00	1.40E+01	1.85E+01	1.24E+01
Sample892	3.04E+01	6.73E+00	2.06E+01	7.07E+00	3.50E+01	4.29E+00	8.01E+00	1.13E+01	2.18E+01
Sample893	2.19E+01	8.49E+00	1.38E+01	1.03E+01	2.97E+01	1.23E+01	9.20E+00	1.08E+01	1.73E+01
Sample894	2.19E+01	5.66E+00	1.51E+01	1.92E+01	2.91E+01	1.65E+01	1.40E+01	1.01E+01	1.85E+01
Sample895	1.61E+01	5.47E+00	1.98E+01	2.03E+01	2.56E+01	2.88E+01	1.02E+01	9.83E+00	1.94E+01
Sample896	1.92E+01	1.52E+01	2.47E+01	8.89E+00	2.10E+01	3.56E+01	8.69E+00	2.74E+01	1.23E+01
Sample897	2.83E+01	6.68E+00	1.37E+01	1.15E+01	2.25E+01	9.97E+00	6.67E+00	1.85E+01	1.59E+01
Sample898	2.17E+01	3.18E+01	1.58E+01	2.83E+01	2.33E+01	2.51E+01	1.88E+01	1.12E+01	1.50E+01
Sample899	2.45E+01	1.34E+01	1.36E+01	6.96E+00	2.86E+01	6.69E+00	1.18E+01	1.39E+01	1.47E+01
Sample900	2.97E+01	1.37E+01	2.35E+01	9.81E+00	2.49E+01	2.79E+01	8.35E+00	2.98E+01	1.90E+01
Sample901	3.97E+01	2.38E+00	1.67E+01	1.28E+01	2.80E+01	9.47E+00	1.00E+01	1.58E+01	1.82E+01
Sample902	2.21E+01	6.32E+00	1.43E+01	4.79E+00	3.04E+01	7.05E+00	1.01E+01	8.60E+00	2.28E+01
Sample903	2.37E+01	6.58E+00	2.42E+01	1.75E+01	1.33E+01	9.49E+00	1.36E+01	1.10E+01	1.74E+01
Sample904	2.06E+01	9.21E+00	2.15E+01	1.37E+01	1.23E+01	5.42E+00	1.02E+01	1.27E+01	2.27E+01
Sample905	1.42E+01	1.10E+01	1.88E+01	1.01E+01	2.39E+01	1.31E+01	1.28E+01	1.85E+01	2.71E+01
Sample906	2.16E+01	8.12E+00	1.55E+01	8.59E+00	4.15E+01	9.82E+00	6.58E+00	1.45E+01	2.37E+01
Sample907	2.29E+01	5.51E+00	1.26E+01	4.51E+00	1.78E+01	1.13E+01	4.81E+00	1.60E+01	2.02E+01
Sample908	2.86E+01	8.11E+00	2.41E+01	9.40E+00	1.62E+01	1.06E+01	6.77E+00	9.52E+00	1.56E+01
Sample909	2.28E+01	1.01E+01	9.59E+00	7.84E+00	2.07E+01	6.26E+00	7.20E+00	1.80E+01	1.36E+01
Sample910	1.98E+01	3.15E+01	3.12E+01	9.16E+00	1.97E+01	1.13E+01	1.49E+01	1.37E+01	1.18E+01
Sample911	2.13E+01	6.44E+00	1.69E+01	1.13E+01	2.32E+01	5.97E+00	7.53E+00	1.28E+01	2.46E+01
Sample912	2.79E+01	1.04E+01	1.74E+01	8.51E+00	2.56E+01	1.14E+01	9.01E+00	1.31E+01	1.72E+01
Sample913	1.84E+01	1.36E+01	1.22E+01	1.16E+01	2.54E+01	2.02E+01	7.51E+00	3.94E+01	9.95E+00
Sample914	1.15E+01	1.01E+01	2.98E+01	1.90E+01	2.22E+01	1.82E+01	9.76E+00	1.35E+01	1.01E+01
Sample915	3.31E+01	1.63E+01	1.34E+01	1.11E+01	2.77E+01	6.09E+00	7.92E+00	1.59E+01	5.05E+00
Sample916	2.09E+01	4.02E+00	1.84E+01	1.91E+01	3.25E+01	2.04E+01	1.06E+01	1.66E+01	2.10E+01
Sample917	3.66E+01	7.74E+00	1.26E+01	1.22E+01	3.54E+01	9.27E+00	1.16E+01	1.79E+01	1.69E+01
Sample918	2.64E+01	4.54E+00	1.51E+01	5.36E+00	2.68E+01	1.19E+01	7.50E+00	1.26E+01	1.54E+01
Sample919	2.52E+01	4.76E+00	2.65E+01	1.91E+01	1.58E+01	2.39E+01	1.33E+01	1.64E+01	2.06E+01
Sample920	1.41E+01	2.19E+01	2.06E+01	7.16E+00	1.54E+01	2.41E+01	1.02E+01	1.59E+01	8.79E+00
Sample921	2.64E+01	1.17E+01	1.69E+01	1.58E+01	2.64E+01	1.30E+01	1.11E+01	1.03E+01	1.20E+01
Sample922	1.93E+01	9.10E+00	2.22E+01	1.05E+01	2.89E+01	1.12E+01	1.08E+01	1.74E+01	2.03E+01
Sample923	2.34E+01	8.58E+00	1.88E+01	1.19E+01	3.26E+01	1.15E+01	7.69E+00	1.52E+01	1.06E+01
Sample924	6.64E+00	1.21E+01	2.44E+01	1.05E+01	1.16E+01	1.11E+01	2.68E+01	1.59E+01	2.43E+01
Sample925	1.68E+01	4.92E+00	1.72E+01	1.51E+01	2.31E+01	1.26E+01	9.52E+00	1.89E+01	2.43E+01
Sample926	3.43E+01	1.10E+01	1.44E+01	4.23E+00	2.62E+01	7.28E+00	8.64E+00	1.68E+01	2.20E+01
Sample927	3.20E+01	5.67E+00	1.85E+01	1.09E+01	2.71E+01	1.36E+01	8.31E+00	1.36E+01	1.81E+01
Sample928	1.71E+01	1.55E+01	1.95E+01	4.17E+00	1.96E+01	3.28E+01	1.09E+01	3.40E+01	1.97E+01
Sample929	1.25E+01	1.21E+01	1.83E+01	1.18E+01	2.20E+01	8.42E+00	1.37E+01	1.67E+01	1.78E+01
Sample930	1.74E+01	6.04E+00	2.52E+01	6.92E+00	2.55E+01	1.63E+01	1.02E+01	1.43E+01	2.05E+01
Sample931	2.49E+01	1.69E+01	4.13E+01	2.03E+01	1.36E+01	6.09E+00	5.89E+00	2.36E+01	4.03E+01
Sample932	2.11E+01	1.24E+01	1.58E+01	7.98E+00	2.26E+01	7.63E+00	8.04E+00	1.34E+01	1.85E+01
Sample933	2.59E+01	3.13E+00	1.73E+01	1.28E+01	2.29E+01	1.30E+01	6.56E+00	1.80E+01	1.38E+01
Sample934	1.82E+01	2.71E+01	1.82E+01	3.00E+01	2.16E+01	2.34E+01	1.49E+01	1.30E+01	2.17E+01
Sample935	2.52E+01	6.87E+00	8.53E+00	4.18E+00	2.65E+01	7.49E+00	8.79E+00	1.26E+01	1.74E+01
Sample936	2.36E+01	9.54E+00	2.39E+01	1.84E+01	2.52E+01	1.44E+01	6.89E+00	1.68E+01	1.14E+01
Sample937	1.77E+01	9.64E+00	2.01E+01	1.85E+01	2.22E+01	1.40E+01	7.52E+00	1.33E+01	1.45E+01
Sample938	2.41E+01	8.61E+00	2.22E+01	8.06E+00	2.08E+01	9.71E+00	6.25E+00	1.46E+01	2.47E+01
Sample939	3.05E+01	8.23E+00	1.46E+01	8.90E+00	3.72E+01	1.31E+01	1.08E+01	1.23E+01	1.15E+01
Sample940	1.31E+01	6.14E+00	3.42E+01	2.28E+01	1.96E+01	2.64E+01	7.58E+00	2.08E+01	9.63E+00
Sample941	1.63E+01	1.14E+01	3.94E+01	1.17E+01	9.00E+00	3.36E+00	8.47E+00	1.82E+01	2.78E+01
Sample942	4.48E+00	1.30E+01	1.93E+01	1.57E+01	2.20E+01	1.81E+01	8.37E+00	1.31E+01	9.96E+00
Sample943	2.28E+01	9.83E+00	1.97E+01	1.44E+01	2.84E+01	1.67E+01	3.54E+00	2.14E+01	2.56E+01
Sample944	2.31E+01	1.17E+01	1.59E+01	1.04E+01	2.45E+01	9.82E+00	1.00E+01	1.68E+01	1.53E+01
Sample945	1.90E+01	1.39E+01	1.59E+01	1.30E+01	2.16E+01	7.74E+00	7.11E+00	2.25E+01	1.36E+01
Sample946	1.42E+01	6.88E+00	2.41E+01	2.59E+01	2.60E+01	3.05E+01	9.65E+00	1.38E+01	1.26E+01
Sample947	2.20E+01	5.07E+00	2.02E+01	1.72E+01	2.85E+01	2.35E+01	7.30E+00	1.14E+01	1.94E+01
Sample948	2.01E+01	1.10E+01	1.94E+01	7.11E+00	1.90E+01	5.59E+00	6.87E+00	2.17E+01	2.36E+01
Sample949	2.33E+01	3.06E+00	2.33E+01	1.75E+01	1.69E+01	7.85E+00	1.69E+01	1.24E+01	2.10E+01
Sample950	1.71E+01	1.05E+01	3.35E+01	1.38E+01	1.96E+01	4.11E+00	6.35E+00	2.32E+01	3.40E+01
Sample951	1.65E+01	5.20E+00	1.88E+01	1.38E+01	2.78E+01	8.06E+00	8.71E+00	1.49E+01	2.25E+01
Sample952	1.51E+01	3.31E+00	2.82E+01	2.05E+01	1.58E+01	2.24E+01	9.36E+00	2.68E+01	2.18E+01
Sample953	1.82E+01	6.86E+00	1.49E+01	1.19E+01	2.06E+01	1.09E+01	6.63E+00	1.05E+01	1.45E+01
Sample954	1.24E+01	7.08E+00	1.33E+01	1.31E+01	3.04E+01	1.15E+01	9.36E+00	1.65E+01	3.00E+01
Sample955	1.55E+01	1.24E+01	2.77E+01	1.49E+01	2.52E+01	7.02E+00	6.22E+00	2.94E+01	2.49E+01
Sample956	2.01E+01	4.01E+00	1.86E+01	1.55E+01	2.09E+01	1.16E+01	6.77E+00	2.06E+01	9.61E+00
Sample957	1.51E+01	9.21E+00	1.67E+01	5.13E+00	2.29E+01	1.28E+01	7.85E+00	1.94E+01	1.13E+01
Sample958	2.78E+01	8.72E+00	1.37E+01	1.42E+01	2.49E+01	1.22E+01	1.00E+01	1.66E+01	1.08E+01
Sample959	1.76E+01	1.46E+01	2.54E+01	1.17E+01	1.75E+01	8.06E+00	8.74E+00	2.69E+01	1.76E+01
Sample960	1.27E+01	4.28E+00	2.89E+01	1.75E+01	3.66E+01	2.35E+01	1.05E+01	2.36E+01	1.61E+01
Sample961	3.57E+01	1.33E+01	2.41E+01	8.48E+00	3.49E+01	5.67E+00	7.55E+00	1.53E+01	1.57E+01
Sample962	8.29E+00	1.78E+01	1.97E+01	1.35E+01	2.44E+01	7.78E+00	9.88E+00	2.72E+01	2.59E+01
Sample963	2.23E+01	6.53E+00	1.21E+01	1.55E+01	2.03E+01	1.64E+01	9.72E+00	2.21E+01	8.84E+00
Sample964	1.85E+01	1.76E+01	4.64E+01	1.58E+01	2.88E+01	3.74E+00	6.56E+00	1.52E+01	2.76E+01
Sample965	1.73E+01	7.72E+00	2.61E+01	1.15E+01	2.09E+01	2.62E+01	8.58E+00	2.17E+01	2.47E+01
Sample966	1.79E+01	1.18E+01	1.95E+01	8.70E+00	1.64E+01	1.85E+01	6.96E+00	1.38E+01	1.22E+01
Sample967	1.95E+01	1.54E+01	4.75E+01	2.16E+01	2.11E+01	1.38E+01	1.22E+01	2.11E+01	2.82E+01
Sample968	2.68E+01	1.98E+01	2.20E+01	9.80E+00	6.32E+00	9.90E+00	1.28E+01	2.44E+01	4.88E+00
Sample969	1.88E+01	8.01E+00	2.18E+01	1.36E+01	1.67E+01	1.26E+01	9.15E+00	2.14E+01	1.77E+01
Sample970	2.55E+01	1.20E+01	1.69E+01	8.53E+00	1.56E+01	3.14E+01	1.03E+01	1.99E+01	9.83E+00
Sample971	3.02E+01	2.79E+01	1.40E+01	2.63E+01	2.48E+01	1.88E+01	2.07E+01	1.24E+01	2.45E+01
Sample972	1.61E+01	8.12E+00	1.15E+01	7.60E+00	2.46E+01	1.35E+01	9.00E+00	2.56E+01	2.22E+01
Sample973	1.77E+01	1.33E+01	4.03E+01	1.36E+01	2.18E+01	4.06E+00	6.77E+00	2.02E+01	2.58E+01
Sample974	2.78E+01	1.34E+01	2.12E+01	8.74E+00	2.44E+01	1.01E+01	1.05E+01	1.01E+01	1.13E+01
Sample975	2.18E+01	1.58E+01	3.98E+01	1.82E+01	2.25E+01	4.21E+00	5.79E+00	3.28E+01	2.50E+01
Sample976	2.76E+01	2.32E+01	2.10E+01	1.24E+01	2.26E+01	1.64E+01	9.78E+00	3.06E+01	1.60E+01
Sample977	3.26E+01	1.18E+01	2.22E+01	1.21E+01	2.91E+01	1.03E+01	7.36E+00	2.06E+01	2.23E+01
Sample978	3.31E+01	1.40E+01	1.88E+01	1.01E+01	3.23E+01	7.92E+00	1.00E+01	1.02E+01	1.49E+01
Sample979	1.38E+01	1.19E+01	1.51E+01	1.33E+01	1.37E+01	1.20E+01	1.76E+01	1.18E+01	7.78E+00
Sample980	3.11E+01	2.24E+01	3.39E+01	1.36E+01	2.88E+01	1.75E+01	1.87E+01	1.99E+01	2.28E+01
Sample981	2.49E+01	6.45E+00	1.82E+01	1.25E+01	4.36E+01	8.02E+00	1.10E+01	1.94E+01	1.63E+01
Sample982	2.76E+01	7.42E+00	2.31E+01	6.94E+00	2.71E+01	8.56E+00	7.63E+00	1.27E+01	2.32E+01
Sample983	3.48E+01	1.49E+01	1.44E+01	7.17E+00	3.52E+01	8.22E+00	1.28E+01	1.49E+01	1.66E+01
Sample984	2.92E+01	6.66E+00	1.86E+01	1.21E+01	3.56E+01	5.37E+00	6.43E+00	1.20E+01	2.18E+01
Sample985	2.26E+01	1.38E+01	1.60E+01	9.30E+00	1.56E+01	2.83E+01	8.90E+00	3.07E+01	1.86E+01
Sample986	2.02E+01	1.96E+01	1.84E+01	1.22E+01	1.93E+01	2.14E+01	9.17E+00	2.54E+01	1.53E+01
Sample987	2.43E+01	1.42E+01	3.31E+01	2.20E+01	1.94E+01	1.13E+01	8.20E+00	2.58E+01	1.44E+01
Sample988	2.00E+01	5.20E+00	2.06E+01	6.96E+00	2.50E+01	9.84E+00	7.46E+00	2.10E+01	1.50E+01
Sample989	2.26E+01	8.55E+00	1.39E+01	1.00E+01	1.41E+01	8.48E+00	5.19E+00	2.45E+01	1.74E+01
Sample990	3.69E+01	1.69E+01	1.83E+01	1.03E+01	2.37E+01	2.10E+01	1.34E+01	1.21E+01	2.52E+01
Sample991	2.26E+01	7.35E+00	1.55E+01	1.18E+01	3.46E+01	1.08E+01	8.39E+00	1.33E+01	2.70E+01
Sample992	3.67E+01	1.33E+01	2.03E+01	9.23E+00	2.48E+01	1.62E+01	8.56E+00	1.98E+01	1.48E+01
Sample993	2.30E+01	7.48E+00	1.52E+01	7.55E+00	2.50E+01	1.17E+01	5.41E+00	1.66E+01	1.64E+01
Sample994	2.02E+01	1.10E+01	2.11E+01	9.34E+00	3.07E+01	5.89E+00	9.28E+00	1.17E+01	1.96E+01
Sample995	2.74E+01	3.86E+00	2.54E+01	1.71E+01	3.35E+01	7.39E+00	4.14E+00	1.62E+01	1.64E+01
Sample996	1.86E+01	9.89E+00	1.38E+01	7.25E+00	1.36E+01	9.28E+00	1.18E+01	1.14E+01	1.55E+01
Sample997	3.49E+01	1.45E+01	2.52E+01	1.19E+01	3.80E+01	7.87E+00	8.76E+00	2.51E+01	2.31E+01
Sample998	2.25E+01	1.89E+01	2.51E+01	1.56E+01	1.33E+01	1.46E+01	9.54E+00	2.62E+01	2.41E+01
Sample999	1.67E+01	1.32E+01	3.17E+01	1.50E+01	9.94E+00	2.85E+01	8.31E+00	1.93E+01	1.58E+01
Sample1000	3.16E+01	5.32E+00	1.08E+01	1.07E+01	2.86E+01	9.86E+00	9.83E+00	1.43E+01	1.46E+01
Sample1001	2.46E+01	5.33E+00	2.16E+01	1.11E+01	2.18E+01	9.75E+00	1.46E+01	1.74E+01	2.72E+01
Sample1002	2.96E+01	8.40E+00	1.65E+01	1.42E+01	2.13E+01	6.47E+00	6.74E+00	1.38E+01	1.96E+01
Sample1003	3.20E+01	1.10E+01	1.50E+01	1.48E+01	2.83E+01	1.04E+01	9.59E+00	1.35E+01	1.20E+01
Sample1004	1.66E+01	8.46E+00	3.50E+01	1.13E+01	1.67E+01	2.33E+01	1.31E+01	2.84E+01	1.83E+01
Sample1005	1.67E+01	1.11E+01	9.80E+00	7.50E+00	3.38E+01	9.22E+00	1.45E+01	7.30E+00	1.95E+01
Sample1006	1.81E+01	5.98E+00	2.10E+01	8.75E+00	2.35E+01	7.92E+00	7.90E+00	1.69E+01	1.55E+01
Sample1007	2.75E+01	1.04E+01	1.87E+01	1.09E+01	3.66E+01	7.29E+00	7.98E+00	1.79E+01	1.66E+01
Sample1008	1.59E+01	1.44E+01	1.28E+01	1.28E+01	2.44E+01	2.29E+01	9.95E+00	2.44E+01	1.46E+01
Sample1009	2.41E+01	8.69E+00	1.75E+01	6.64E+00	1.61E+01	5.81E+00	1.03E+01	2.32E+01	2.25E+01
Sample1010	2.41E+01	7.08E+00	1.22E+01	5.80E+00	3.39E+01	1.12E+01	4.85E+00	9.81E+00	2.41E+01
Sample1011	1.95E+01	9.55E+00	2.00E+01	9.79E+00	7.52E+00	6.54E+00	9.52E+00	9.09E+00	1.29E+01
Sample1012	8.24E+00	8.68E+00	1.28E+01	9.52E+00	2.14E+01	1.29E+01	9.75E+00	1.54E+01	1.72E+01
Sample1013	3.37E+01	7.17E+00	1.68E+01	8.43E+00	3.05E+01	8.33E+00	1.23E+01	1.28E+01	1.62E+01
Sample1014	1.97E+01	8.99E+00	1.77E+01	1.08E+01	1.86E+01	1.18E+01	9.25E+00	1.31E+01	2.37E+01
Sample1015	1.82E+01	9.20E+00	1.49E+01	9.53E+00	2.39E+01	9.87E+00	8.97E+00	1.65E+01	1.37E+01
Sample1016	3.57E+01	1.07E+01	1.69E+01	1.24E+01	3.72E+01	1.37E+01	8.98E+00	1.15E+01	2.44E+01
Sample1017	1.51E+01	6.59E+00	2.79E+01	2.32E+01	3.33E+01	3.28E+01	6.98E+00	2.09E+01	1.80E+01
Sample1018	9.91E+00	1.47E+01	2.14E+01	6.46E+00	1.55E+01	6.66E+00	1.20E+01	1.32E+01	1.94E+01
Sample1019	2.00E+01	7.97E+00	1.99E+01	1.18E+01	2.92E+01	9.90E+00	6.95E+00	1.26E+01	1.21E+01
