Samples	Signature A	Signature B	Signature C	Signature D	Signature E	Signature F
Sample1182	5.78E+01	3.86E+01	6.58E+01	3.81E+01	3.57E+01	8.05E+00
Sample1183	1.02E+01	1.68E+01	1.44E+01	2.07E+01	1.93E+01	2.33E+01
Sample1184	2.25E+01	1.23E+01	1.12E+01	1.88E+01	1.41E+01	1.18E+01
Sample1185	1.66E+01	1.26E+01	1.22E+01	1.23E+01	1.04E+01	1.53E+01
Sample1186	2.27E+01	1.04E+01	1.06E+01	1.82E+01	1.13E+01	2.33E+01
Sample1187	7.84E+00	5.61E+00	1.03E+01	2.14E+01	1.08E+01	9.88E+00
Sample1188	1.33E+01	8.18E+00	2.69E+01	6.62E+00	2.46E+01	1.91E+01
Sample1189	3.56E+01	3.45E+01	4.94E+01	2.10E+01	2.47E+01	1.19E+01
Sample1190	1.04E+01	1.11E+01	1.77E+01	1.88E+01	1.09E+01	2.04E+01
Sample1191	2.92E+01	1.20E+01	4.71E+01	2.71E+01	4.87E+01	1.64E+01
Sample1192	3.75E+01	1.12E+01	3.86E+01	2.58E+01	5.20E+01	9.49E+00
Sample1193	1.38E+01	7.00E+00	2.73E+01	3.76E+01	1.42E+01	1.93E+01
Sample1194	4.97E+01	8.48E+00	6.08E+01	2.56E+01	6.52E+01	1.03E+01
Sample1195	1.91E+01	1.01E+01	1.00E+01	2.30E+01	1.87E+01	1.91E+01
Sample1196	9.90E+00	1.64E+01	1.62E+01	3.13E+01	1.95E+01	1.48E+01
Sample1197	2.95E+01	3.41E+01	2.96E+01	3.26E+01	4.35E+01	3.38E+01
Sample1198	1.35E+01	7.31E+00	1.65E+01	1.90E+01	2.28E+01	2.64E+01
Sample1199	1.61E+01	7.83E+00	1.58E+01	1.57E+01	7.17E+00	1.86E+01
Sample1200	2.03E+01	6.06E+00	2.91E+01	1.66E+01	3.21E+01	1.61E+01
Sample1201	4.87E+01	1.35E+01	5.08E+01	2.61E+01	5.44E+01	1.29E+01
Sample1202	2.69E+01	1.77E+01	1.64E+01	1.71E+01	9.21E+00	2.40E+01
Sample1203	7.46E+00	1.06E+01	1.38E+01	1.83E+01	1.49E+01	1.29E+01
Sample1204	1.41E+01	8.09E+00	1.60E+01	1.22E+01	1.54E+01	1.63E+01
Sample1205	1.01E+01	1.64E+01	2.65E+01	3.65E+01	2.60E+01	2.20E+01
Sample1206	1.40E+01	1.07E+01	1.78E+01	1.95E+01	1.09E+01	2.12E+01
Sample1207	1.16E+01	9.63E+00	1.61E+01	1.78E+01	1.89E+01	2.08E+01
Sample1208	4.07E+01	5.61E+00	1.03E+01	2.62E+01	7.22E+00	2.92E+01
Sample1209	1.70E+01	5.63E+00	1.65E+01	1.66E+01	1.41E+01	1.92E+01
Sample1210	1.67E+01	1.12E+01	1.61E+01	1.43E+01	9.81E+00	2.25E+01
Sample1211	1.94E+01	1.04E+01	1.53E+01	1.18E+01	2.13E+01	1.44E+01
Sample1212	1.21E+01	9.67E+00	1.80E+01	1.75E+01	1.13E+01	2.01E+01
Sample1213	2.20E+01	1.13E+01	1.31E+01	9.95E+00	9.70E+00	1.66E+01
Sample1214	3.51E+01	5.41E+00	4.95E+01	3.13E+01	4.73E+01	2.10E+01
Sample1215	2.34E+01	1.20E+01	1.68E+01	1.59E+01	1.31E+01	1.94E+01
Sample1216	1.51E+01	1.68E+01	2.62E+01	1.77E+01	1.93E+01	7.90E+00
Sample1217	8.76E+00	1.22E+01	2.06E+01	1.91E+01	1.67E+01	1.93E+01
Sample1218	3.19E+01	3.19E+01	2.69E+01	1.10E+01	3.60E+01	3.51E+01
Sample1219	2.85E+01	9.11E+00	3.92E+01	3.30E+01	5.12E+01	3.01E+01
Sample1220	1.95E+01	1.05E+01	1.32E+01	2.12E+01	1.36E+01	3.08E+01
Sample1221	4.31E+01	2.85E+01	5.84E+01	3.96E+01	2.22E+01	1.06E+01
Sample1222	1.44E+01	9.22E+00	9.28E+00	1.16E+01	9.35E+00	1.96E+01
Sample1223	3.06E+01	2.21E+01	2.16E+01	1.29E+01	8.50E+00	2.61E+01
Sample1224	1.68E+01	8.38E+00	1.13E+01	1.25E+01	1.28E+01	7.60E+00
Sample1225	2.05E+01	1.21E+01	1.77E+01	2.82E+01	1.14E+01	2.64E+01
Sample1226	1.52E+01	1.21E+01	2.25E+01	1.81E+01	1.51E+01	2.90E+01
Sample1227	1.48E+01	6.72E+00	1.57E+01	1.75E+01	1.12E+01	9.35E+00
Sample1228	2.37E+01	8.72E+00	1.07E+01	1.81E+01	1.39E+01	2.46E+01
Sample1229	3.94E+01	8.75E+00	4.41E+01	3.13E+01	6.06E+01	1.54E+01
Sample1230	1.20E+01	1.81E+01	2.90E+01	1.83E+01	8.82E+00	1.30E+01
Sample1231	2.42E+01	1.20E+01	4.17E+01	2.55E+01	4.63E+01	1.36E+01
Sample1232	1.96E+01	1.16E+01	1.28E+01	2.37E+01	1.05E+01	1.04E+01
Sample1233	2.09E+01	1.51E+01	1.93E+01	1.59E+01	9.72E+00	2.08E+01
Sample1234	1.45E+01	9.45E+00	1.72E+01	3.03E+01	1.74E+01	2.36E+01
Sample1235	4.84E+01	3.29E+01	6.11E+01	2.69E+01	3.92E+01	1.57E+01
Sample1236	1.59E+01	1.13E+01	1.87E+01	2.37E+01	2.39E+01	1.92E+01
Sample1237	1.58E+01	8.82E+00	1.76E+01	1.50E+01	1.19E+01	2.45E+01
Sample1238	2.61E+01	1.10E+01	3.10E+01	2.44E+01	4.32E+01	1.57E+01
Sample1239	2.02E+01	8.04E+00	1.16E+01	2.41E+01	8.54E+00	2.93E+01
Sample1240	3.90E+01	1.56E+01	5.69E+01	3.86E+01	5.21E+01	2.35E+01
Sample1241	2.65E+01	2.93E+01	3.73E+01	2.35E+01	2.29E+01	1.66E+01
Sample1242	1.31E+01	9.03E+00	7.75E+00	1.09E+01	1.23E+01	1.81E+01
Sample1243	3.83E+01	1.04E+01	5.10E+01	2.72E+01	6.24E+01	1.72E+01
Sample1244	2.52E+01	1.07E+01	1.78E+01	2.07E+01	1.44E+01	1.58E+01
Sample1245	3.18E+01	7.54E+00	5.68E+01	1.75E+01	5.34E+01	1.80E+01
Sample1246	1.11E+01	1.52E+01	2.34E+01	1.80E+01	1.80E+01	1.90E+01
Sample1247	2.07E+01	1.30E+01	1.71E+01	1.45E+01	1.09E+01	1.68E+01
Sample1248	4.48E+01	1.59E+01	4.29E+01	2.69E+01	5.43E+01	2.86E+01
Sample1249	1.30E+01	1.58E+01	1.60E+01	1.47E+01	1.52E+01	1.18E+01
Sample1250	4.64E+01	7.50E+00	5.54E+01	3.86E+01	6.30E+01	1.72E+01
Sample1251	1.85E+01	9.49E+00	1.32E+01	1.60E+01	1.24E+01	1.95E+01
Sample1252	2.99E+01	1.76E+01	1.92E+01	2.66E+01	1.88E+01	1.95E+01
Sample1253	2.55E+01	1.00E+01	2.18E+01	1.94E+01	2.01E+01	2.34E+01
Sample1254	1.29E+01	9.41E+00	1.97E+01	1.83E+01	2.02E+01	1.43E+01
Sample1255	1.50E+01	8.17E+00	7.64E+00	1.40E+01	2.02E+01	9.42E+00
Sample1256	2.32E+01	9.55E+00	1.27E+01	1.77E+01	1.27E+01	2.02E+01
Sample1257	2.33E+01	1.14E+01	1.46E+01	1.34E+01	1.54E+01	1.77E+01
Sample1258	1.17E+01	5.55E+00	1.73E+01	3.16E+01	1.40E+01	2.27E+01
Sample1259	1.80E+01	1.34E+01	1.77E+01	2.03E+01	1.74E+01	1.50E+01
Sample1260	2.94E+01	1.27E+01	4.27E+01	3.89E+01	4.35E+01	1.45E+01
Sample1261	3.16E+01	2.53E+01	3.03E+01	2.54E+01	3.66E+01	2.63E+01
Sample1262	1.88E+01	8.70E+00	1.10E+01	2.21E+01	1.20E+01	1.34E+01
Sample1263	2.09E+01	1.42E+01	1.17E+01	1.92E+01	1.55E+01	1.98E+01
Sample1264	2.88E+01	1.90E+01	2.22E+01	2.19E+01	1.16E+01	2.92E+01
Sample1265	1.43E+01	1.03E+01	2.02E+01	2.15E+01	1.57E+01	1.66E+01
Sample1266	4.76E+01	1.01E+01	6.34E+01	3.33E+01	6.00E+01	2.39E+01
Sample1267	2.33E+01	7.99E+00	3.89E+01	1.91E+01	4.24E+01	2.60E+01
Sample1268	1.39E+01	1.34E+01	1.05E+01	2.19E+01	1.61E+01	1.20E+01
Sample1269	1.80E+01	1.03E+01	1.04E+01	9.38E+00	1.23E+01	1.16E+01
Sample1270	2.02E+01	1.25E+01	3.98E+01	1.68E+01	3.53E+01	2.13E+01
Sample1271	2.14E+01	1.65E+01	2.14E+01	8.33E+00	1.25E+01	2.18E+01
Sample1272	3.20E+01	1.38E+01	1.53E+01	1.35E+01	1.28E+01	2.55E+01
Sample1273	1.69E+01	1.04E+01	1.43E+01	1.92E+01	1.48E+01	2.15E+01
Sample1274	2.46E+01	2.10E+01	2.37E+01	1.39E+01	1.70E+01	2.52E+01
Sample1275	3.84E+01	1.34E+01	4.79E+01	2.37E+01	5.08E+01	1.30E+01
Sample1276	3.39E+01	3.76E+01	2.33E+01	2.70E+01	4.07E+01	3.78E+01
Sample1277	3.79E+01	3.52E+00	1.31E+01	3.16E+01	9.66E+00	1.34E+01
Sample1278	3.71E+01	9.75E+00	4.78E+01	2.57E+01	5.35E+01	1.56E+01
Sample1279	2.67E+01	6.79E+00	1.29E+01	1.47E+01	8.57E+00	2.44E+01
Sample1280	2.53E+01	3.26E+01	1.91E+01	1.80E+01	4.02E+01	3.22E+01
Sample1281	2.39E+01	2.97E+01	1.74E+01	1.34E+01	3.50E+01	2.64E+01
Sample1282	1.90E+01	1.64E+01	2.75E+01	1.99E+01	2.09E+01	2.25E+01
Sample1283	4.11E+01	3.88E+01	5.07E+01	2.91E+01	3.11E+01	2.17E+01
Sample1284	1.27E+01	7.04E+00	1.42E+01	2.09E+01	1.40E+01	2.02E+01
Sample1285	4.12E+01	1.27E+01	4.12E+01	3.21E+01	4.78E+01	2.41E+01
Sample1286	1.28E+01	6.00E+00	2.77E+01	2.56E+01	2.12E+01	2.58E+01
Sample1287	2.43E+01	1.47E+01	1.56E+01	2.48E+01	1.50E+01	1.77E+01
Sample1288	3.77E+01	1.00E+01	2.61E+01	1.99E+01	2.99E+01	3.02E+01
Sample1289	1.31E+01	8.01E+00	2.00E+01	1.80E+01	1.78E+01	6.53E+00
Sample1290	1.12E+01	6.35E+00	1.45E+01	1.68E+01	1.52E+01	1.59E+01
Sample1291	2.33E+01	9.28E+00	1.95E+01	1.69E+01	1.42E+01	2.27E+01
Sample1292	2.13E+01	1.22E+01	1.85E+01	1.39E+01	1.04E+01	2.06E+01
Sample1293	1.26E+01	1.44E+01	2.32E+01	1.60E+01	1.72E+01	2.03E+01
Sample1294	1.52E+01	1.57E+01	1.99E+01	1.51E+01	1.88E+01	1.48E+01
Sample1295	1.67E+01	1.07E+01	3.17E+01	2.21E+01	1.56E+01	1.29E+01
Sample1296	2.96E+01	1.53E+01	2.39E+01	2.11E+01	1.73E+01	1.42E+01
Sample1297	3.02E+01	3.55E+01	1.62E+01	1.15E+01	3.72E+01	2.43E+01
Sample1298	3.47E+01	1.37E+01	3.02E+01	3.20E+01	3.58E+01	1.84E+01
Sample1299	5.02E+01	4.02E+01	5.12E+01	2.52E+01	3.46E+01	1.83E+01
Sample1300	2.25E+01	9.18E+00	1.42E+01	1.43E+01	1.24E+01	2.07E+01
Sample1301	1.85E+01	1.35E+01	3.04E+01	2.16E+01	1.38E+01	2.54E+01
Sample1302	2.39E+01	1.68E+01	8.85E+00	1.34E+01	2.31E+01	8.62E+00
Sample1303	1.10E+01	2.42E+01	2.34E+01	3.19E+01	2.60E+01	1.07E+01
Sample1304	1.89E+01	1.08E+01	1.04E+01	2.01E+01	1.53E+01	2.27E+01
Sample1305	2.53E+01	1.57E+01	1.31E+01	2.27E+01	2.27E+01	2.84E+01
Sample1306	1.64E+01	1.22E+01	1.44E+01	1.80E+01	2.24E+01	1.93E+01
Sample1307	1.28E+01	1.01E+01	2.07E+01	2.15E+01	1.07E+01	2.78E+01
Sample1308	4.03E+01	1.01E+01	5.03E+01	2.91E+01	5.22E+01	2.36E+01
Sample1309	1.10E+01	9.89E+00	1.96E+01	1.62E+01	1.22E+01	1.42E+01
Sample1310	1.27E+01	1.15E+01	8.68E+00	2.61E+01	2.72E+01	2.03E+01
Sample1311	4.49E+01	1.05E+01	3.77E+01	3.36E+01	5.44E+01	1.99E+01
Sample1312	5.59E+01	3.31E+01	4.59E+01	2.32E+01	3.72E+01	6.71E+00
Sample1313	2.52E+01	2.49E+01	2.96E+01	1.72E+01	1.48E+01	2.44E+01
Sample1314	1.72E+01	8.58E+00	1.56E+01	2.17E+01	2.03E+01	1.76E+01
Sample1315	2.53E+01	2.85E+01	1.22E+01	3.26E+01	3.88E+01	1.88E+01
Sample1316	4.28E+01	6.03E+00	1.21E+01	2.41E+01	1.49E+01	2.12E+01
Sample1317	1.88E+01	1.51E+01	2.32E+01	1.84E+01	1.33E+01	2.13E+01
Sample1318	1.18E+01	6.81E+00	1.43E+01	1.90E+01	1.32E+01	1.79E+01
Sample1319	3.98E+01	6.87E+00	1.21E+01	2.80E+01	1.47E+01	2.65E+01
Sample1320	1.78E+01	5.13E+00	1.05E+01	2.19E+01	1.36E+01	1.84E+01
Sample1321	4.10E+01	1.44E+01	3.29E+01	2.90E+01	5.70E+01	1.84E+01
Sample1322	3.16E+01	3.25E+01	1.65E+01	1.76E+01	3.81E+01	2.69E+01
Sample1323	2.65E+01	4.33E+01	1.32E+01	1.77E+01	5.02E+01	3.05E+01
Sample1324	4.40E+01	1.08E+01	4.66E+01	3.10E+01	6.45E+01	1.72E+01
Sample1325	1.68E+01	1.16E+01	8.42E+00	9.93E+00	1.23E+01	1.46E+01
Sample1326	2.22E+01	1.67E+01	2.46E+01	1.57E+01	3.39E+01	1.11E+01
Sample1327	3.54E+01	1.77E+01	5.57E+01	2.53E+01	6.43E+01	1.51E+01
Sample1328	3.50E+01	3.33E+00	4.02E+01	2.79E+01	3.49E+01	2.67E+01
Sample1329	1.81E+01	8.00E+00	1.19E+01	1.99E+01	1.42E+01	3.52E+01
Sample1330	2.01E+01	1.65E+01	1.70E+01	1.50E+01	1.61E+01	2.28E+01
Sample1331	3.84E+01	1.22E+01	4.60E+01	3.41E+01	5.23E+01	2.40E+01
Sample1332	3.27E+01	3.18E+01	1.98E+01	2.12E+01	3.57E+01	3.24E+01
Sample1333	1.55E+01	9.81E+00	3.11E+01	2.39E+01	2.97E+01	1.88E+01
Sample1334	7.06E+01	3.71E+01	7.43E+01	1.82E+01	7.13E+01	9.09E+00
Sample1335	2.88E+01	1.07E+01	3.45E+01	3.34E+01	4.20E+01	9.93E+00
Sample1336	7.40E+00	9.29E+00	1.60E+01	1.67E+01	1.38E+01	5.46E+00
Sample1337	1.91E+01	9.60E+00	2.35E+01	2.29E+01	1.53E+01	2.76E+01
Sample1338	3.01E+01	1.40E+01	3.98E+01	2.69E+01	4.20E+01	2.05E+01
Sample1339	2.34E+01	1.26E+01	1.49E+01	1.11E+01	1.03E+01	1.78E+01
Sample1340	3.89E+01	1.02E+01	4.68E+01	2.91E+01	5.60E+01	2.18E+01
Sample1341	1.58E+01	7.83E+00	2.72E+01	2.32E+01	1.22E+01	2.40E+01
Sample1342	3.36E+01	1.65E+01	2.58E+01	2.31E+01	4.67E+01	2.33E+01
Sample1343	2.49E+01	1.25E+01	1.02E+01	1.58E+01	1.31E+01	2.04E+01
Sample1344	3.14E+01	1.53E+01	1.99E+01	2.53E+01	1.83E+01	2.89E+01
Sample1345	8.07E+00	1.25E+01	1.61E+01	1.84E+01	1.15E+01	1.74E+01
Sample1346	2.24E+01	8.11E+00	1.28E+01	2.23E+01	1.36E+01	2.00E+01
Sample1347	8.95E+00	9.53E+00	9.38E+00	1.52E+01	1.70E+01	2.37E+01
Sample1348	1.63E+01	8.71E+00	1.43E+01	2.07E+01	1.45E+01	1.92E+01
Sample1349	2.58E+01	1.11E+01	3.50E+01	2.80E+01	4.10E+01	1.54E+01
Sample1350	1.89E+01	1.77E+01	2.44E+01	1.94E+01	3.06E+01	2.10E+01
Sample1351	5.40E+01	2.94E+01	6.78E+01	2.57E+01	5.29E+01	2.04E+01
Sample1352	2.45E+01	6.18E+00	1.48E+01	1.36E+01	1.20E+01	1.41E+01
Sample1353	2.96E+01	4.54E+01	2.52E+01	2.69E+01	4.50E+01	2.55E+01
Sample1354	3.02E+01	7.66E+00	4.75E+01	2.85E+01	3.62E+01	1.62E+01
Sample1355	3.77E+01	1.52E+01	3.48E+01	2.18E+01	5.28E+01	9.88E+00
Sample1356	1.63E+01	1.41E+01	1.94E+01	1.73E+01	1.07E+01	2.60E+01
Sample1357	1.55E+01	1.16E+01	7.14E+00	1.95E+01	1.45E+01	1.81E+01
Sample1358	2.98E+01	3.31E+01	2.45E+01	3.37E+01	3.81E+01	2.62E+01
Sample1359	8.86E+00	7.98E+00	1.79E+01	1.20E+01	1.09E+01	1.94E+01
Sample1360	2.08E+01	8.02E+00	9.08E+00	1.71E+01	1.29E+01	1.60E+01
Sample1361	3.45E+01	1.06E+01	3.88E+01	2.83E+01	4.34E+01	1.37E+01
Sample1362	4.40E+01	1.29E+01	4.09E+01	3.26E+01	5.32E+01	2.40E+01
Sample1363	3.88E+01	9.79E+00	4.48E+01	2.93E+01	5.11E+01	2.18E+01
Sample1364	2.60E+01	1.84E+01	1.57E+01	2.21E+01	1.34E+01	2.08E+01
Sample1365	2.04E+01	2.33E+01	2.54E+01	2.74E+01	1.92E+01	3.48E+01
Sample1366	2.25E+01	1.38E+01	1.73E+01	1.90E+01	1.82E+01	1.27E+01
Sample1367	2.34E+01	1.45E+01	6.92E+00	1.57E+01	1.44E+01	1.54E+01
Sample1368	1.94E+01	1.10E+01	1.49E+01	2.08E+01	1.39E+01	2.76E+01
Sample1369	4.36E+01	3.03E+01	6.11E+01	2.44E+01	4.75E+01	1.55E+01
Sample1370	4.29E+00	1.10E+01	1.55E+01	9.72E+00	1.92E+01	8.38E+00
Sample1371	1.53E+01	9.74E+00	2.14E+01	1.89E+01	1.64E+01	1.96E+01
Sample1372	1.37E+01	1.59E+01	1.78E+01	2.33E+01	1.23E+01	1.26E+01
Sample1373	3.98E+01	9.28E+00	5.48E+01	3.13E+01	5.61E+01	2.66E+01
Sample1374	1.79E+01	1.39E+01	2.03E+01	1.74E+01	1.59E+01	7.69E+00
Sample1375	1.49E+01	1.41E+01	2.41E+01	1.86E+01	1.44E+01	1.11E+01
Sample1376	1.67E+01	1.31E+01	1.39E+01	1.78E+01	1.37E+01	1.24E+01
Sample1377	1.20E+01	1.29E+01	1.85E+01	1.71E+01	6.02E+00	9.43E+00
Sample1378	1.04E+01	8.22E+00	1.47E+01	1.81E+01	1.81E+01	1.91E+01
Sample1379	2.02E+01	1.33E+01	1.14E+01	1.73E+01	1.22E+01	1.60E+01
Sample1380	1.89E+01	2.08E+01	3.37E+01	2.85E+01	1.89E+01	1.50E+01
Sample1381	2.97E+01	1.26E+01	3.66E+01	2.12E+01	4.09E+01	2.09E+01
Sample1382	4.47E+01	1.70E+01	2.21E+01	3.21E+01	5.78E+00	2.10E+01
Sample1383	1.85E+01	1.21E+01	1.78E+01	2.14E+01	2.14E+01	2.30E+01
Sample1384	2.01E+01	1.37E+01	1.93E+01	2.22E+01	1.83E+01	1.58E+01
Sample1385	4.47E+01	1.60E+01	3.45E+01	3.38E+01	5.26E+01	2.56E+01
Sample1386	2.22E+01	1.33E+01	1.57E+01	1.85E+01	1.61E+01	2.18E+01
Sample1387	1.48E+01	1.13E+01	1.22E+01	1.35E+01	9.05E+00	1.84E+01
Sample1388	3.06E+01	1.34E+01	1.95E+01	1.94E+01	1.46E+01	2.59E+01
Sample1389	1.47E+01	1.05E+01	1.29E+01	2.03E+01	1.20E+01	2.22E+01
Sample1390	4.43E+01	6.25E+00	4.94E+01	2.89E+01	5.90E+01	1.74E+01
Sample1391	2.84E+01	1.19E+01	4.66E+01	3.72E+01	4.46E+01	1.24E+01
Sample1392	1.42E+01	2.16E+01	2.54E+01	2.04E+01	1.41E+01	2.29E+01
Sample1393	1.64E+01	1.73E+01	2.45E+01	1.82E+01	3.66E+01	1.75E+01
Sample1394	2.33E+01	6.90E+00	1.58E+01	2.31E+01	1.27E+01	2.41E+01
Sample1395	1.33E+01	1.20E+01	1.67E+01	1.63E+01	7.19E+00	1.32E+01
Sample1396	1.57E+01	9.10E+00	1.51E+01	1.84E+01	9.87E+00	1.75E+01
Sample1397	1.20E+01	8.17E+00	1.46E+01	1.74E+01	2.18E+01	1.88E+01
Sample1398	2.68E+01	1.72E+01	1.65E+01	1.50E+01	1.38E+01	2.38E+01
Sample1399	1.38E+01	1.07E+01	1.08E+01	1.34E+01	1.68E+01	1.70E+01
Sample1400	1.52E+01	1.30E+01	1.48E+01	2.61E+01	1.20E+01	2.16E+01
Sample1401	1.79E+01	1.12E+01	1.39E+01	2.08E+01	1.66E+01	1.79E+01
Sample1402	1.17E+01	1.14E+01	1.88E+01	2.02E+01	1.35E+01	1.01E+01
Sample1403	3.35E+01	9.63E+00	4.28E+01	2.71E+01	4.66E+01	1.96E+01
Sample1404	1.90E+01	1.92E+01	1.91E+01	2.02E+01	1.16E+01	1.30E+01
Sample1405	1.45E+01	1.60E+01	1.16E+01	1.17E+01	2.27E+01	2.12E+01
Sample1406	4.64E+01	3.13E+01	5.71E+01	2.79E+01	4.80E+01	5.00E-01
Sample1407	2.15E+01	6.31E+00	7.57E+00	1.99E+01	1.37E+01	2.04E+01
Sample1408	3.85E+01	1.18E+01	4.59E+01	2.85E+01	4.61E+01	1.47E+01
Sample1409	1.17E+01	9.91E+00	1.74E+01	2.19E+01	1.58E+01	2.30E+01
Sample1410	1.12E+01	9.29E+00	1.92E+01	1.54E+01	1.39E+01	2.38E+01
Sample1411	2.81E+01	1.69E+01	1.21E+01	1.89E+01	1.19E+01	3.07E+01
Sample1412	1.91E+01	1.93E+01	2.55E+01	2.94E+01	2.18E+01	1.68E+01
Sample1413	1.24E+01	1.36E+01	1.17E+01	2.04E+01	1.27E+01	3.03E+01
Sample1414	1.70E+01	1.37E+01	3.24E+01	2.28E+01	1.68E+01	2.18E+01
Sample1415	3.54E+01	5.12E+00	3.43E+01	2.58E+01	4.00E+01	1.31E+01
Sample1416	1.61E+01	2.01E+01	5.61E+01	2.46E+01	4.92E+01	2.42E+01
Sample1417	2.01E+01	1.25E+01	1.54E+01	1.75E+01	1.01E+01	2.22E+01
Sample1418	1.70E+01	6.09E+00	1.20E+01	1.91E+01	9.97E+00	1.96E+01
Sample1419	3.92E+01	1.19E+01	3.32E+01	2.84E+01	3.82E+01	1.49E+01
Sample1420	8.35E+00	1.01E+01	2.16E+01	2.89E+01	1.12E+01	2.66E+01
Sample1421	2.21E+01	1.58E+01	1.28E+01	1.65E+01	1.21E+01	1.41E+01
Sample1422	2.30E+01	3.57E+01	1.41E+01	1.66E+01	4.13E+01	1.64E+01
Sample1423	3.20E+01	3.49E+01	1.48E+01	1.56E+01	3.57E+01	2.37E+01
Sample1424	1.82E+01	1.54E+01	1.37E+01	9.54E+00	1.92E+01	1.82E+01
Sample1425	1.19E+01	1.57E+01	1.73E+01	2.09E+01	1.71E+01	9.55E+00
Sample1426	3.76E+01	1.36E+01	3.90E+01	2.57E+01	4.35E+01	1.63E+01
Sample1427	1.79E+01	1.31E+01	1.23E+01	8.52E+00	1.08E+01	1.96E+01
Sample1428	3.10E+01	1.99E+01	4.80E+01	2.42E+01	3.34E+01	1.96E+01
Sample1429	1.87E+01	8.96E+00	1.30E+01	1.50E+01	1.25E+01	2.11E+01
Sample1430	3.58E+01	1.22E+01	4.05E+01	1.71E+01	4.71E+01	1.95E+01
Sample1431	2.24E+01	2.90E+00	1.23E+01	1.27E+01	9.56E+00	1.81E+01
Sample1432	3.04E+01	1.42E+01	1.61E+01	2.38E+01	1.03E+01	2.44E+01
Sample1433	3.19E+01	6.38E+00	1.08E+01	3.78E+01	1.59E+01	1.54E+01
Sample1434	4.20E+01	9.60E+00	4.95E+01	2.56E+01	5.66E+01	1.65E+01
Sample1435	9.96E+00	6.60E+00	8.49E+00	1.71E+01	1.59E+01	1.71E+01
Sample1436	1.03E+01	6.92E+00	1.13E+01	1.53E+01	1.36E+01	1.27E+01
Sample1437	1.73E+01	1.72E+01	9.89E+00	1.83E+01	2.02E+01	2.79E+01
Sample1438	1.79E+01	1.23E+01	1.73E+01	1.59E+01	2.53E+01	1.56E+01
Sample1439	4.74E+01	5.91E+00	1.56E+01	3.29E+01	1.66E+01	2.87E+01
Sample1440	2.00E+01	7.00E+00	2.06E+01	1.60E+01	2.62E+01	1.54E+01
Sample1441	3.91E+01	9.28E+00	5.07E+01	2.19E+01	5.31E+01	2.34E+01
Sample1442	1.78E+01	4.34E+00	1.75E+01	1.73E+01	1.31E+01	1.34E+01
Sample1443	7.07E+00	1.06E+01	1.44E+01	1.22E+01	1.47E+01	2.08E+01
Sample1444	4.47E+01	1.11E+01	4.81E+01	1.76E+01	6.57E+01	1.82E+01
Sample1445	4.01E+01	9.00E+00	3.97E+01	1.85E+01	4.93E+01	1.71E+01
Sample1446	1.36E+01	1.85E+01	1.04E+01	1.92E+01	1.96E+01	2.47E+01
Sample1447	3.17E+01	1.50E+01	3.78E+01	2.86E+01	3.29E+01	2.31E+01
Sample1448	2.57E+01	1.30E+01	1.88E+01	1.16E+01	1.26E+01	1.89E+01
Sample1449	1.60E+01	1.56E+01	1.99E+01	1.61E+01	1.44E+01	2.32E+01
Sample1450	1.71E+01	1.62E+01	2.01E+01	1.24E+01	1.56E+01	1.62E+01
Sample1451	1.81E+01	1.52E+01	1.43E+01	1.81E+01	2.05E+01	1.70E+01
Sample1452	6.60E+00	1.24E+01	1.51E+01	1.73E+01	8.68E+00	1.74E+01
Sample1453	1.27E+01	1.46E+01	1.37E+01	1.53E+01	1.45E+01	2.03E+01
Sample1454	3.25E+01	2.34E+01	3.22E+01	2.18E+01	1.09E+01	2.77E+01
Sample1455	7.77E+00	5.68E+00	2.29E+01	1.85E+01	2.19E+01	1.19E+01
Sample1456	1.66E+01	9.54E+00	1.67E+01	2.00E+01	2.23E+01	2.19E+01
Sample1457	2.53E+01	8.78E+00	1.40E+01	2.05E+01	8.42E+00	1.52E+01
Sample1458	5.43E+01	2.99E+01	7.32E+01	3.73E+01	2.61E+01	1.80E+01
Sample1459	1.08E+01	7.54E+00	1.65E+01	1.42E+01	1.88E+01	1.42E+01
Sample1460	4.67E+01	8.50E+00	5.28E+01	2.33E+01	6.40E+01	1.56E+01
Sample1461	1.84E+01	7.32E+00	9.49E+00	1.51E+01	1.28E+01	1.90E+01
Sample1462	4.38E+01	3.44E+01	6.60E+01	1.71E+01	4.33E+01	1.13E+01
Sample1463	1.74E+01	1.76E+01	2.49E+01	4.00E+01	1.45E+01	2.38E+01
Sample1464	2.18E+01	1.75E+01	1.56E+01	2.04E+01	1.59E+01	2.83E+01
Sample1465	2.04E+01	5.63E+00	9.81E+00	2.18E+01	9.80E+00	1.93E+01
Sample1466	1.54E+01	1.32E+01	2.16E+01	1.21E+01	1.43E+01	1.69E+01
Sample1467	4.21E+01	2.18E+01	5.36E+01	2.96E+01	3.77E+01	1.51E+01
Sample1468	1.44E+01	9.39E+00	1.90E+01	1.91E+01	1.92E+01	2.12E+01
Sample1469	1.65E+01	1.62E+01	1.32E+01	1.74E+01	1.76E+01	1.77E+01
Sample1470	1.51E+01	8.57E+00	2.29E+01	1.15E+01	1.68E+01	2.01E+01
Sample1471	2.47E+01	1.56E+01	1.49E+01	2.90E+01	1.45E+01	2.61E+01
